generation,index,bitmask,num_features,accuracy,time,rank,crowding_distance
1,39305,1001100110001001,7,1,7,248,0
1,65432,1111111110011000,11,3,11,105,0
1,35194,1000100101111010,8,0,8,503,0
1,37294,1001000110101110,8,0,8,502,0
1,42112,1010010010000000,4,4,4,0,0
1,51745,1100101000100001,6,2,6,178,0
1,48273,1011110010010001,8,0,8,498,0
1,1680,0000011010010000,4,4,4,0,0
1,62986,1111011000001010,8,0,8,495,0
1,52772,1100111000100100,7,1,7,266,0
1,47648,1011101000100000,6,2,6,192,0
1,13440,0011010010000000,4,4,4,0,0
1,35240,1000100110101000,6,2,6,200,0
1,11328,0010110001000000,4,4,4,0,0
1,38369,1001010111100001,8,0,8,492,0
1,44457,1010110110101001,9,1,9,399,0
1,15334,0011101111100110,10,2,10,210,0
1,23041,0101101000000001,5,3,5,93,0
1,52288,1100110001000000,5,3,5,87,0
1,52550,1100110101000110,8,0,8,489,0
1,47127,1011100000010111,8,0,8,488,0
1,59506,1110100001110010,8,0,8,487,0
1,12442,0011000010011010,6,2,6,195,0
1,33236,1000000111010100,6,2,6,194,0
1,23276,0101101011101100,9,1,9,391,0
1,27723,0110110001001011,8,0,8,484,0
1,39565,1001101010001101,8,0,8,483,0
1,10882,0010101010000010,5,3,5,65,0
1,57061,1101111011100101,11,3,11,111,0
1,34164,1000010101110100,7,1,7,286,0
1,50011,1100001101011011,9,1,9,389,0
1,64084,1111101001010100,9,1,9,384,0
1,27807,0110110010011111,10,2,10,214,0
1,43397,1010100110000101,7,1,7,306,0
1,55568,1101100100010000,6,2,6,181,0
1,48148,1011110000010100,7,1,7,307,0
1,30914,0111100011000010,7,1,7,310,0
1,17680,0100010100010000,4,4,4,0,0
1,23640,0101110001011000,7,1,7,323,0
1,18446,0100100000001110,5,3,5,55,0
1,5013,0001001110010101,7,1,7,331,0
1,40997,1010000000100101,5,3,5,50,0
1,4574,0001000111011110,8,0,8,466,0
1,1352,0000010101001000,4,4,4,0,0
1,28022,0110110101110110,10,2,10,220,0
1,48048,1011101110110000,9,1,9,351,0
1,38425,1001011000011001,7,1,7,329,0
1,27764,0110110001110100,8,0,8,461,0
1,31655,0111101110100111,11,3,11,113,0
1,16136,0011111100001000,7,1,7,312,0
1,35654,1000101101000110,7,1,7,302,0
1,61574,1111000010000110,7,1,7,298,0
1,14438,0011100001100110,7,1,7,294,0
1,24693,0110000001110101,7,1,7,293,0
1,64964,1111110111000100,10,2,10,225,0
1,47202,1011100001100010,7,1,7,290,0
1,46664,1011011001001000,7,1,7,289,0
1,15113,0011101100001001,7,1,7,276,0
1,10217,0010011111101001,9,1,9,395,0
1,14569,0011100011101001,8,0,8,440,0
1,46440,1011010101101000,8,0,8,439,0
1,34370,1000011001000010,5,3,5,67,0
1,30777,0111100000111001,8,0,8,438,0
1,13320,0011010000001000,4,4,4,0,0
1,32294,0111111000100110,9,1,9,396,0
1,29771,0111010001001011,8,0,8,435,0
1,56347,1101110000011011,9,1,9,407,0
1,45832,1011001100001000,6,2,6,164,0
1,8392,0010000011001000,4,4,4,0,0
1,15710,0011110101011110,10,2,10,230,0
1,51428,1100100011100100,7,1,7,249,0
1,47520,1011100110100000,7,1,7,245,0
1,11397,0010110010000101,6,2,6,159,0
1,5562,0001010110111010,8,0,8,511,0
1,52899,1100111010100011,9,1,9,419,0
1,53952,1101001011000000,6,2,6,155,0
1,46682,1011011001011010,9,1,9,414,0
1,46076,1011001111111100,11,3,11,104,0
1,34916,1000100001100100,5,3,5,84,0
1,23852,0101110100101100,8,0,8,429,0
1,64640,1111110010000000,7,1,7,250,0
1,43344,1010100101010000,6,2,6,150,0
1,23640,0101110001011000,7,1,7,252,0
1,46976,1011011110000000,7,1,7,253,0
1,63232,1111011100000000,7,1,7,257,0
1,38195,1001010100110011,8,0,8,430,0
1,38512,1001011001110000,7,1,7,264,0
1,55637,1101100101010101,9,1,9,403,0
1,5300,0001010010110100,6,2,6,142,0
1,47253,1011100010010101,8,0,8,432,0
1,10316,0010100001001100,5,3,5,96,0
1,51024,1100011101010000,7,1,7,269,0
1,11888,0010111001110000,7,1,7,270,0
1,45828,1011001100000100,6,2,6,136,0
1,45752,1011001010111000,8,0,8,445,0
1,57442,1110000001100010,6,2,6,135,0
1,35760,1000101110110000,7,1,7,288,0
1,39762,1001101101010010,8,0,8,446,0
1,45884,1011001100111100,9,1,9,387,0
1,55685,1101100110000101,8,0,8,448,0
1,11845,0010111001000101,7,1,7,291,0
1,14396,0011100000111100,7,1,7,292,0
1,2704,0000101010010000,4,4,4,0,0
1,39097,1001100010111001,8,0,8,449,0
1,22947,0101100110100011,8,0,8,509,0
1,8442,0010000011111010,7,1,7,242,0
1,14982,0011101010000110,7,1,7,301,0
1,24460,0101111110001100,9,1,9,373,0
1,9260,0010010000101100,5,3,5,70,0
1,48395,1011110100001011,9,1,9,372,0
