index,bitmask,num_features,mean_accuracy,mean_time,penalized_fitness
486,111100110,6,0.9629573114,0.1877477956,0.8962906448
487,111100111,7,0.9623475522,0.2054754389,0.8845697744
488,111101000,5,0.966463415,0.1571392328,0.9109078594
489,111101001,6,0.9646341447,0.1878299923,0.897967478
490,111101010,6,0.9657012131,0.1730029145,0.8990345464
491,111101011,7,0.9621951226,0.1842359612,0.8844173448
492,111101100,6,0.9681402501,0.1861764477,0.9014735834
493,111101101,7,0.9640243854,0.3398395209,0.8862466077
494,111101110,7,0.963262191,0.2477963772,0.8854844133
495,111101111,8,0.9658536594,0.22599763,0.8769647705
496,111110000,5,0.9541158415,0.2100702799,0.898560286
497,111110001,6,0.9516768176,0.2153714146,0.8850101509
498,111110010,6,0.956097547,0.2142396532,0.8894308803
499,111110011,7,0.9548780415,0.2065643724,0.8771002637
500,111110100,6,0.9571646266,0.210213976,0.8904979599
501,111110101,7,0.9533536471,0.2283734311,0.8755758694
502,111110110,7,0.9586890154,0.2245801887,0.8809112376
503,111110111,8,0.9562499896,0.2269489216,0.8673611007
504,111111000,6,0.9646341465,0.2548272442,0.8979674799
505,111111001,7,0.9647865836,0.259944424,0.8870088058
506,111111010,7,0.9606707208,0.2898382405,0.882892943
507,111111011,8,0.9617377967,0.2683291459,0.8728489078
508,111111100,7,0.9685975611,0.267471821,0.8908197833
509,111111101,8,0.963262191,0.2523085512,0.8743733022
510,111111110,8,0.9663109742,0.2578454181,0.8774220853
511,111111111,9,0.9672256112,0.3458421361,0.8672256112
